singleTurnPosition,internalSingleTurnPosition,normalizedExternalMultiTurnSyncBits,normalizedInternalMultiTurnSyncBits,externalMultiTurnPosition,multiTurnPosition
193663,193663,10,5,2,5
194131,194131,10,5,2,5
194590,194590,10,5,2,5
195044,195044,10,5,2,5
195508,195508,10,5,2,5
195972,195972,10,5,2,5
196418,196418,10,5,2,5
196874,196874,10,5,2,5
197333,197333,10,5,2,5
197791,197791,10,5,2,5
198259,198259,10,5,2,5
198722,198722,10,5,2,5
199193,199193,10,5,2,5
199644,199644,10,5,2,5
200107,200107,10,5,2,5
200543,200543,10,5,2,5
201010,201010,8,7,2,5
201474,201474,8,7,2,5
201949,201949,8,7,2,5
202416,202416,8,7,2,5
202890,202890,8,7,2,5
203364,203364,8,7,2,5
203829,203829,8,7,2,5
204306,204306,8,7,2,5
204777,204777,8,7,2,5
205245,205245,8,7,2,5
205726,205726,8,7,2,5
206208,206208,8,7,2,5
206695,206695,8,7,2,5
207173,207173,8,7,2,5
207667,207667,8,7,2,5
208142,208142,8,7,2,5
208612,208612,8,7,2,5
209087,209087,8,7,2,5
209574,209574,8,7,2,5
210059,210059,8,7,2,5
210545,210545,8,7,2,5
211041,211041,8,7,2,5
211556,211556,8,7,2,5
212041,212041,8,7,2,5
212529,212529,8,7,2,5
213020,213020,8,7,2,5
213508,213508,8,7,2,5
214019,214019,8,7,2,5
214526,214526,8,7,2,5
215013,215013,8,7,2,5
215522,215522,8,7,2,5
216012,216012,8,7,2,5
216503,216503,8,7,2,5
216985,216985,8,7,2,5
217483,217483,8,7,2,5
217970,217970,8,7,2,5
218471,218471,8,7,2,5
218970,218970,8,7,2,5
219464,219464,8,7,2,5
219969,219969,8,7,2,5
220460,220460,8,7,2,5
220953,220953,8,7,2,5
221446,221446,8,7,2,5
221939,221939,8,7,2,5
222436,222436,8,7,2,5
222929,222929,8,7,2,5
223425,223425,8,7,2,5
223920,223920,8,7,2,5
224402,224402,8,7,2,5
224893,224893,8,7,2,5
225356,225356,8,7,2,5
225844,225844,8,7,2,5
226327,226327,8,7,2,5
226813,226813,8,7,2,5
227297,227297,8,7,2,5
227789,227789,8,7,2,5
228270,228270,8,7,2,5
228743,228743,8,7,2,5
229221,229221,8,7,2,5
229697,229697,8,7,2,5
230178,230178,8,7,2,5
230651,230651,8,7,2,5
231141,231141,8,7,2,5
231619,231619,8,7,2,5
232099,232099,8,7,2,5
232568,232568,8,7,2,5
233040,233040,8,7,2,5
233503,233503,8,7,2,5
233977,233977,6,9,2,5
234443,234443,6,9,2,5
234923,234923,6,9,2,5
235407,235407,6,9,2,5
235882,235882,6,9,2,5
236366,236366,6,9,2,5
236842,236842,6,9,2,5
237307,237307,6,9,2,5
237787,237787,6,9,2,5
238265,238265,6,9,2,5
238751,238751,6,9,2,5
239241,239241,6,9,2,5
239724,239724,6,9,2,5
240205,240205,6,9,2,5
240683,240683,6,9,2,5
241171,241171,6,9,2,5
241636,241636,6,9,2,5
242116,242116,6,9,2,5
242600,242600,6,9,2,5
243082,243082,6,9,2,5
243589,243589,6,9,2,5
244086,244086,6,9,2,5
244579,244579,6,9,2,5
245074,245074,6,9,2,5
245563,245563,6,9,2,5
246060,246060,6,9,2,5
246567,246567,6,9,2,5
247066,247066,6,9,2,5
247569,247569,6,9,2,5
248080,248080,6,9,2,5
248573,248573,6,9,2,5
249072,249072,6,9,2,5
249565,249565,6,9,2,5
250061,250061,6,9,2,5
250556,250556,6,9,2,5
251071,251071,6,9,2,5
251585,251585,6,9,2,5
252106,252106,6,9,2,5
252607,252607,6,9,2,5
253126,253126,6,9,2,5
253633,253633,6,9,2,5
254136,254136,6,9,2,5
254663,254663,6,9,2,5
255184,255184,6,9,2,5
255699,255699,6,9,2,5
256231,256231,6,9,2,5
256750,256750,6,9,2,5
257260,257260,6,9,2,5
257769,257769,6,9,2,5
258272,258272,6,9,2,5
258786,258786,6,9,2,5
259319,259319,6,9,2,5
259843,259843,6,9,2,5
260369,260369,6,9,2,5
260892,260892,6,9,2,5
261413,261413,6,9,2,5
261935,261935,6,9,2,5
312,312,6,9,2,5
843,843,6,9,2,5
1360,1360,6,9,2,5
1914,1914,6,9,2,5
2431,2431,6,9,2,5
2963,2963,6,9,2,5
3483,3483,6,9,2,5
4010,4010,6,9,2,5
4522,4522,4,11,2,5
5055,5055,4,11,2,5
5587,5587,4,11,2,5
6129,6129,4,11,2,5
6667,6667,4,11,2,5
7200,7200,4,11,2,5
7740,7740,4,11,2,5
8268,8268,4,11,2,5
8806,8806,4,11,2,5
9349,9349,4,11,2,5
9885,9885,4,11,2,5
10437,10437,4,11,2,5
10972,10972,4,11,2,5
11504,11504,4,11,2,5
12028,12028,4,11,2,5
12555,12555,4,11,2,5
13093,13093,4,11,2,5
13641,13641,4,11,2,5
14196,14196,4,11,2,5
14736,14736,4,11,2,5
15274,15274,4,11,2,5
15834,15834,4,11,2,5
16372,16372,4,11,2,5
16907,16907,4,11,2,5
17457,17457,4,11,2,5
18010,18010,4,11,2,5
18562,18562,4,11,2,5
19112,19112,4,11,2,5
19650,19650,4,11,2,5
20179,20179,4,11,2,5
20716,20716,4,11,2,5
21255,21255,4,11,2,5
21807,21807,4,11,2,5
22349,22349,4,11,2,5
22900,22900,4,11,2,5
23451,23451,4,11,2,5
23997,23997,4,11,2,5
24526,24526,4,11,2,5
25074,25074,4,11,2,5
25627,25627,4,11,2,5
26176,26176,4,11,2,5
26724,26724,4,11,2,5
27262,27262,4,11,2,5
27798,27798,4,11,2,5
28331,28331,4,11,2,5
28857,28857,4,11,2,5
29395,29395,4,11,2,5
29937,29937,4,11,2,5
30474,30474,4,11,2,5
31008,31008,4,11,2,5
31559,31559,4,11,2,5
32105,32105,4,11,2,5
32624,32624,4,11,2,5
33161,33161,4,11,2,5
33696,33696,4,11,2,5
34237,34237,4,11,2,5
34771,34771,4,11,2,5
35317,35317,4,11,2,5
35835,35835,4,11,2,5
36373,36373,4,11,2,5
36893,36893,4,11,2,5
37417,37417,2,13,2,5
37944,37944,2,13,2,5
38481,38481,2,13,2,5
39026,39026,2,13,2,5
39556,39556,2,13,2,5
40090,40090,2,13,2,5
40626,40626,2,13,2,5
41158,41158,2,13,2,5
41693,41693,2,13,2,5
42226,42226,2,13,2,5
42767,42767,2,13,2,5
43297,43297,2,13,2,5
43825,43825,2,13,2,5
44354,44354,2,13,2,5
44873,44873,2,13,2,5
45396,45396,2,13,2,5
45926,45926,2,13,2,5
46464,46464,2,13,2,5
47001,47001,2,13,2,5
47528,47528,2,13,2,5
48070,48070,2,13,2,5
48607,48607,2,13,2,5
49139,49139,2,13,2,5
49679,49679,2,13,2,5
50219,50219,2,13,2,5
50757,50757,2,13,2,5
51304,51304,2,13,2,5
51839,51839,2,13,2,5
52371,52371,2,13,2,5
52912,52912,2,13,2,5
53442,53442,2,13,2,5
53987,53987,2,13,2,5
54528,54528,2,13,2,5
55068,55068,2,13,2,5
55631,55631,2,13,2,5
56180,56180,2,13,2,5
56727,56727,2,13,2,5
57278,57278,2,13,2,5
57832,57832,2,13,2,5
58380,58380,2,13,2,5
58942,58942,2,13,2,5
59509,59509,2,13,2,5
60066,60066,2,13,2,5
60623,60623,2,13,2,5
61178,61178,2,13,2,5
61725,61725,2,13,2,5
62297,62297,2,13,2,5
62857,62857,2,13,2,5
63434,63434,2,13,2,5
64001,64001,2,13,2,5
64575,64575,2,13,2,5
65141,65141,2,13,2,5
65710,65710,2,13,2,5
66292,66292,2,13,2,5
66878,66878,2,13,2,5
67453,67453,2,13,2,5
68027,68027,2,13,2,5
68609,68609,2,13,2,5
69176,69176,2,13,2,5
69741,69741,2,13,2,5
70314,70314,0,15,2,5
70898,70898,0,15,2,5
71480,71480,0,15,2,5
72069,72069,0,15,2,5
72656,72656,0,15,2,5
73223,73223,0,15,2,5
73809,73809,0,15,2,5
74383,74383,0,15,2,5
74975,74975,0,15,2,5
75555,75555,0,15,2,5
76135,76135,0,15,2,5
76708,76708,0,15,2,5
77279,77279,0,15,2,5
77835,77835,0,15,2,5
78402,78402,0,15,2,5
78965,78965,0,15,2,5
79545,79545,0,15,2,5
80111,80111,0,15,2,5
80681,80681,0,15,2,5
81245,81245,0,15,2,5
81801,81801,0,15,2,5
82362,82362,0,15,2,5
82916,82916,0,15,2,5
83477,83477,0,15,2,5
84044,84044,0,15,2,5
84589,84589,0,15,2,5
85132,85132,0,15,2,5
85684,85684,0,15,2,5
86213,86213,0,15,2,5
86761,86761,0,15,2,5
87293,87293,0,15,2,5
87860,87860,0,15,2,5
88389,88389,0,15,2,5
88933,88933,0,15,2,5
89465,89465,0,15,2,5
89997,89997,0,15,2,5
90524,90524,0,15,2,5
91047,91047,0,15,2,5
91587,91587,0,15,2,5
92112,92112,0,15,2,5
92641,92641,0,15,2,5
93170,93170,0,15,2,5
93679,93679,0,15,2,5
94181,94181,0,15,2,5
94698,94698,0,15,2,5
95223,95223,0,15,2,5
95739,95739,0,15,2,5
96254,96254,0,15,2,5
96781,96781,0,15,2,5
97296,97296,0,15,2,5
97810,97810,0,15,2,5
98320,98320,0,15,2,5
98831,98831,0,15,2,5
99346,99346,0,15,2,5
99867,99867,0,15,2,5
100377,100377,0,15,2,5
100888,100888,0,15,2,5
101407,101407,0,15,2,5
101917,101917,0,15,2,5
102407,102407,0,15,2,5
102919,102919,14,1,1,6
103435,103435,14,1,1,6
103954,103954,14,1,1,6
104472,104472,14,1,1,6
104994,104994,14,1,1,6
105513,105513,14,1,1,6
106025,106025,14,1,1,6
106531,106531,14,1,1,6
107039,107039,14,1,1,6
107559,107559,14,1,1,6
108077,108077,14,1,1,6
108600,108600,14,1,1,6
109109,109109,14,1,1,6
109615,109615,14,1,1,6
110126,110126,14,1,1,6
110628,110628,14,1,1,6
111126,111126,14,1,1,6
111643,111643,14,1,1,6
112164,112164,14,1,1,6
112667,112667,14,1,1,6
113189,113189,14,1,1,6
113701,113701,14,1,1,6
114211,114211,14,1,1,6
114708,114708,14,1,1,6
115209,115209,14,1,1,6
115728,115728,14,1,1,6
116228,116228,14,1,1,6
116746,116746,14,1,1,6
117249,117249,14,1,1,6
117747,117747,14,1,1,6
118243,118243,14,1,1,6
118731,118731,14,1,1,6
119221,119221,14,1,1,6
119722,119722,14,1,1,6
120217,120217,14,1,1,6
120715,120715,14,1,1,6
121214,121214,14,1,1,6
121710,121710,14,1,1,6
122208,122208,14,1,1,6
122695,122695,14,1,1,6
123186,123186,14,1,1,6
123680,123680,14,1,1,6
124165,124165,14,1,1,6
124670,124670,14,1,1,6
125158,125158,14,1,1,6
125647,125647,14,1,1,6
126135,126135,14,1,1,6
126615,126615,14,1,1,6
127083,127083,14,1,1,6
127570,127570,14,1,1,6
128055,128055,14,1,1,6
128540,128540,14,1,1,6
129028,129028,14,1,1,6
129523,129523,14,1,1,6
130010,130010,14,1,1,6
130493,130493,14,1,1,6
130972,130972,14,1,1,6
131459,131459,14,1,1,6
131941,131941,14,1,1,6
132427,132427,14,1,1,6
132917,132917,14,1,1,6
133407,133407,14,1,1,6
133896,133896,14,1,1,6
134371,134371,14,1,1,6
134850,134850,14,1,1,6
135323,135323,14,1,1,6
135802,135802,12,3,1,6
136290,136290,12,3,1,6
136773,136773,12,3,1,6
137262,137262,12,3,1,6
137748,137748,12,3,1,6
138230,138230,12,3,1,6
138720,138720,12,3,1,6
139199,139199,12,3,1,6
139684,139684,12,3,1,6
140162,140162,12,3,1,6
140649,140649,12,3,1,6
141142,141142,12,3,1,6
141619,141619,12,3,1,6
142106,142106,12,3,1,6
142582,142582,12,3,1,6
143058,143058,12,3,1,6
143527,143527,12,3,1,6
144004,144004,12,3,1,6
144490,144490,12,3,1,6
144973,144973,12,3,1,6
145444,145444,12,3,1,6
145924,145924,12,3,1,6
146395,146395,12,3,1,6
146876,146876,12,3,1,6
147343,147343,12,3,1,6
147806,147806,12,3,1,6
148282,148282,12,3,1,6
148753,148753,12,3,1,6
149224,149224,12,3,1,6
149702,149702,12,3,1,6
150167,150167,12,3,1,6
150630,150630,12,3,1,6
151092,151092,12,3,1,6
151546,151546,12,3,1,6
151998,151998,12,3,1,6
152466,152466,12,3,1,6
152924,152924,12,3,1,6
153393,153393,12,3,1,6
153855,153855,12,3,1,6
154313,154313,12,3,1,6
154767,154767,12,3,1,6
155227,155227,12,3,1,6
155674,155674,12,3,1,6
156133,156133,12,3,1,6
156579,156579,12,3,1,6
157043,157043,12,3,1,6
157499,157499,12,3,1,6
157955,157955,12,3,1,6
158405,158405,12,3,1,6
158860,158860,12,3,1,6
159304,159304,12,3,1,6
159750,159750,12,3,1,6
160199,160199,12,3,1,6
160653,160653,12,3,1,6
161109,161109,12,3,1,6
161567,161567,12,3,1,6
162028,162028,12,3,1,6
162489,162489,12,3,1,6
162951,162951,12,3,1,6
163417,163417,12,3,1,6
163870,163870,12,3,1,6
164338,164338,12,3,1,6
164803,164803,12,3,1,6
165274,165274,12,3,1,6
165747,165747,12,3,1,6
166223,166223,12,3,1,6
166696,166696,12,3,1,6
167167,167167,12,3,1,6
167635,167635,12,3,1,6
168104,168104,12,3,1,6
168572,168572,10,5,1,6
169061,169061,10,5,1,6
169544,169544,10,5,1,6
170028,170028,10,5,1,6
170518,170518,10,5,1,6
171010,171010,10,5,1,6
171496,171496,10,5,1,6
171982,171982,10,5,1,6
172479,172479,10,5,1,6
172985,172985,10,5,1,6
173485,173485,10,5,1,6
173978,173978,10,5,1,6
174490,174490,10,5,1,6
174987,174987,10,5,1,6
175500,175500,10,5,1,6
175996,175996,10,5,1,6
176497,176497,10,5,1,6
177010,177010,10,5,1,6
177528,177528,10,5,1,6
178044,178044,10,5,1,6
178560,178560,10,5,1,6
179082,179082,10,5,1,6
179604,179604,10,5,1,6
180116,180116,10,5,1,6
180636,180636,10,5,1,6
181170,181170,10,5,1,6
181695,181695,10,5,1,6
182226,182226,10,5,1,6
182755,182755,10,5,1,6
183277,183277,10,5,1,6
183811,183811,10,5,1,6
184329,184329,10,5,1,6
184851,184851,10,5,1,6
185379,185379,10,5,1,6
185921,185921,10,5,1,6
186467,186467,10,5,1,6
186997,186997,10,5,1,6
187542,187542,10,5,1,6
188068,188068,10,5,1,6
188601,188601,10,5,1,6
189132,189132,10,5,1,6
189671,189671,10,5,1,6
190219,190219,10,5,1,6
190746,190746,10,5,1,6
191290,191290,10,5,1,6
191829,191829,10,5,1,6
192348,192348,10,5,1,6
192874,192874,10,5,1,6
193407,193407,10,5,1,6
193950,193950,10,5,1,6
194483,194483,10,5,1,6
195039,195039,10,5,1,6
195572,195572,10,5,1,6
196109,196109,10,5,1,6
196636,196636,10,5,1,6
197175,197175,10,5,1,6
197713,197713,10,5,1,6
198253,198253,10,5,1,6
198794,198794,10,5,1,6
199336,199336,10,5,1,6
199853,199853,10,5,1,6
200382,200382,10,5,1,6
200904,200904,10,5,1,6
201437,201437,8,7,1,6
201980,201980,8,7,1,6
202509,202509,8,7,1,6
203048,203048,8,7,1,6
203583,203583,8,7,1,6
204125,204125,8,7,1,6
204654,204654,8,7,1,6
205181,205181,8,7,1,6
205712,205712,8,7,1,6
206252,206252,8,7,1,6
206791,206791,8,7,1,6
207328,207328,8,7,1,6
207857,207857,8,7,1,6
208382,208382,8,7,1,6
208903,208903,8,7,1,6
209432,209432,8,7,1,6
209977,209977,8,7,1,6
210503,210503,8,7,1,6
211048,211048,8,7,1,6
211591,211591,8,7,1,6
212126,212126,8,7,1,6
212660,212660,8,7,1,6
213200,213200,8,7,1,6
213726,213726,8,7,1,6
214270,214270,8,7,1,6
214814,214814,8,7,1,6
215355,215355,8,7,1,6
215886,215886,8,7,1,6
216429,216429,8,7,1,6
216954,216954,8,7,1,6
217481,217481,8,7,1,6
218025,218025,8,7,1,6
218571,218571,8,7,1,6
219119,219119,8,7,1,6
219671,219671,8,7,1,6
220214,220214,8,7,1,6
220756,220756,8,7,1,6
221302,221302,8,7,1,6
221850,221850,8,7,1,6
222399,222399,8,7,1,6
222957,222957,8,7,1,6
223506,223506,8,7,1,6
224066,224066,8,7,1,6
224605,224605,8,7,1,6
225147,225147,8,7,1,6
225695,225695,8,7,1,6
226257,226257,8,7,1,6
226811,226811,8,7,1,6
227382,227382,8,7,1,6
227943,227943,8,7,1,6
228506,228506,8,7,1,6
229060,229060,8,7,1,6
229616,229616,8,7,1,6
230180,230180,8,7,1,6
230743,230743,8,7,1,6
231316,231316,8,7,1,6
231883,231883,8,7,1,6
232450,232450,8,7,1,6
233011,233011,8,7,1,6
233558,233558,8,7,1,6
234128,234128,6,9,1,6
234696,234696,6,9,1,6
235268,235268,6,9,1,6
235838,235838,6,9,1,6
236416,236416,6,9,1,6
236975,236975,6,9,1,6
237539,237539,6,9,1,6
238107,238107,6,9,1,6
238679,238679,6,9,1,6
239252,239252,6,9,1,6
239818,239818,6,9,1,6
240394,240394,6,9,1,6
240957,240957,6,9,1,6
241510,241510,6,9,1,6
242073,242073,6,9,1,6
242637,242637,6,9,1,6
243208,243208,6,9,1,6
243782,243782,6,9,1,6
244357,244357,6,9,1,6
244926,244926,6,9,1,6
245487,245487,6,9,1,6
246049,246049,6,9,1,6
246622,246622,6,9,1,6
247187,247187,6,9,1,6
247760,247760,6,9,1,6
248336,248336,6,9,1,6
248904,248904,6,9,1,6
249466,249466,6,9,1,6
250016,250016,6,9,1,6
250574,250574,6,9,1,6
251147,251147,6,9,1,6
251720,251720,6,9,1,6
252293,252293,6,9,1,6
252853,252853,6,9,1,6
253420,253420,6,9,1,6
253986,253986,6,9,1,6
254544,254544,6,9,1,6
255112,255112,6,9,1,6
255688,255688,6,9,1,6
256256,256256,6,9,1,6
256828,256828,6,9,1,6
257387,257387,6,9,1,6
257941,257941,6,9,1,6
258502,258502,6,9,1,6
259063,259063,6,9,1,6
259634,259634,6,9,1,6
260206,260206,6,9,1,6
260782,260782,6,9,1,6
261342,261342,6,9,1,6
261900,261900,6,9,1,6
320,320,6,9,1,6
882,882,6,9,1,6
1447,1447,6,9,1,6
2018,2018,6,9,1,6
2569,2569,6,9,1,6
3138,3138,6,9,1,6
3684,3684,6,9,1,6
4220,4220,6,9,1,6
4774,4774,4,11,1,6
5333,5333,4,11,1,6
5889,5889,4,11,1,6
6436,6436,4,11,1,6
6985,6985,4,11,1,6
7541,7541,4,11,1,6
8070,8070,4,11,1,6
8613,8613,4,11,1,6
9157,9157,4,11,1,6
9696,9696,4,11,1,6
10241,10241,4,11,1,6
10780,10780,4,11,1,6
11309,11309,4,11,1,6
11839,11839,4,11,1,6
12348,12348,4,11,1,6
12876,12876,4,11,1,6
13397,13397,4,11,1,6
13924,13924,4,11,1,6
14447,14447,4,11,1,6
14967,14967,4,11,1,6
15485,15485,4,11,1,6
16002,16002,4,11,1,6
16512,16512,4,11,1,6
17029,17029,4,11,1,6
17534,17534,4,11,1,6
18048,18048,4,11,1,6
18573,18573,4,11,1,6
19081,19081,4,11,1,6
19586,19586,4,11,1,6
20091,20091,4,11,1,6
20582,20582,4,11,1,6
21081,21081,4,11,1,6
21583,21583,4,11,1,6
22080,22080,4,11,1,6
22586,22586,4,11,1,6
23091,23091,4,11,1,6
23584,23584,4,11,1,6
24087,24087,4,11,1,6
24573,24573,4,11,1,6
25074,25074,4,11,1,6
25581,25581,4,11,1,6
26090,26090,4,11,1,6
26601,26601,4,11,1,6
27104,27104,4,11,1,6
27624,27624,4,11,1,6
28129,28129,4,11,1,6
28622,28622,4,11,1,6
29124,29124,4,11,1,6
29645,29645,4,11,1,6
30154,30154,4,11,1,6
30658,30658,4,11,1,6
31175,31175,4,11,1,6
31687,31687,4,11,1,6
32193,32193,4,11,1,6
32698,32698,4,11,1,6
33206,33206,4,11,1,6
33722,33722,4,11,1,6
34238,34238,4,11,1,6
34766,34766,4,11,1,6
35292,35292,4,11,1,6
35811,35811,4,11,1,6
36331,36331,4,11,1,6
36841,36841,4,11,1,6
37367,37367,2,13,1,6
37894,37894,2,13,1,6
38428,38428,2,13,1,6
38955,38955,2,13,1,6
39485,39485,2,13,1,6
40008,40008,2,13,1,6
40527,40527,2,13,1,6
41031,41031,2,13,1,6
41552,41552,2,13,1,6
42068,42068,2,13,1,6
42592,42592,2,13,1,6
43104,43104,2,13,1,6
43616,43616,2,13,1,6
44133,44133,2,13,1,6
44640,44640,2,13,1,6
45143,45143,2,13,1,6
45651,45651,2,13,1,6
46173,46173,2,13,1,6
46685,46685,2,13,1,6
47214,47214,2,13,1,6
47723,47723,2,13,1,6
48235,48235,2,13,1,6
48740,48740,2,13,1,6
49242,49242,2,13,1,6
49742,49742,2,13,1,6
50234,50234,2,13,1,6
50736,50736,2,13,1,6
51231,51231,2,13,1,6
51718,51718,2,13,1,6
52202,52202,2,13,1,6
52678,52678,2,13,1,6
53155,53155,2,13,1,6
53628,53628,2,13,1,6
54106,54106,2,13,1,6
54598,54598,2,13,1,6
55076,55076,2,13,1,6
55562,55562,2,13,1,6
56044,56044,2,13,1,6
56527,56527,2,13,1,6
56997,56997,2,13,1,6
57472,57472,2,13,1,6
57939,57939,2,13,1,6
58413,58413,2,13,1,6
58893,58893,2,13,1,6
59360,59360,2,13,1,6
59838,59838,2,13,1,6
60302,60302,2,13,1,6
60766,60766,2,13,1,6
61214,61214,2,13,1,6
61676,61676,2,13,1,6
62132,62132,2,13,1,6
62596,62596,2,13,1,6
63069,63069,2,13,1,6
63539,63539,2,13,1,6
64001,64001,2,13,1,6
64466,64466,2,13,1,6
64937,64937,2,13,1,6
65393,65393,2,13,1,6
65860,65860,2,13,1,6
66317,66317,2,13,1,6
66795,66795,2,13,1,6
67268,67268,2,13,1,6
67744,67744,2,13,1,6
68212,68212,2,13,1,6
68677,68677,2,13,1,6
69142,69142,2,13,1,6
69601,69601,2,13,1,6
70062,70062,0,15,1,6
70533,70533,0,15,1,6
71005,71005,0,15,1,6
71487,71487,0,15,1,6
71968,71968,0,15,1,6
72451,72451,0,15,1,6
72932,72932,0,15,1,6
73400,73400,0,15,1,6
73872,73872,0,15,1,6
74354,74354,0,15,1,6
74840,74840,0,15,1,6
75312,75312,0,15,1,6
75795,75795,0,15,1,6
76275,76275,0,15,1,6
76763,76763,0,15,1,6
77230,77230,0,15,1,6
77697,77697,0,15,1,6
78182,78182,0,15,1,6
78656,78656,0,15,1,6
79145,79145,0,15,1,6
79633,79633,0,15,1,6
80122,80122,0,15,1,6
80620,80620,0,15,1,6
81105,81105,0,15,1,6
81580,81580,0,15,1,6
82068,82068,0,15,1,6
82555,82555,0,15,1,6
83045,83045,0,15,1,6
83539,83539,0,15,1,6
84026,84026,0,15,1,6
84507,84507,0,15,1,6
84994,84994,0,15,1,6
85472,85472,0,15,1,6
85946,85946,0,15,1,6
86424,86424,0,15,1,6
86914,86914,0,15,1,6
87404,87404,0,15,1,6
87888,87888,0,15,1,6
88388,88388,0,15,1,6
88878,88878,0,15,1,6
89367,89367,0,15,1,6
89854,89854,0,15,1,6
90337,90337,0,15,1,6
90833,90833,0,15,1,6
91326,91326,0,15,1,6
91813,91813,0,15,1,6
92319,92319,0,15,1,6
92803,92803,0,15,1,6
93297,93297,0,15,1,6
93783,93783,0,15,1,6
94257,94257,0,15,1,6
94744,94744,0,15,1,6
95231,95231,0,15,1,6
95737,95737,0,15,1,6
96239,96239,0,15,1,6
96744,96744,0,15,1,6
97237,97237,0,15,1,6
97741,97741,0,15,1,6
98233,98233,0,15,1,6
98724,98724,0,15,1,6
99232,99232,0,15,1,6
99732,99732,0,15,1,6
100245,100245,0,15,1,6
100757,100757,0,15,1,6
101257,101257,0,15,1,6
101760,101760,0,15,1,6
102261,102261,0,15,1,6
102759,102759,14,1,0,7
103270,103270,14,1,0,7
103784,103784,14,1,0,7
104309,104309,14,1,0,7
104819,104819,14,1,0,7
105332,105332,14,1,0,7
105853,105853,14,1,0,7
106356,106356,14,1,0,7
106861,106861,14,1,0,7
107367,107367,14,1,0,7
107891,107891,14,1,0,7
108410,108410,14,1,0,7
108925,108925,14,1,0,7
109434,109434,14,1,0,7
109944,109944,14,1,0,7
110442,110442,14,1,0,7
110941,110941,14,1,0,7
111462,111462,14,1,0,7
111978,111978,14,1,0,7
112496,112496,14,1,0,7
113016,113016,14,1,0,7
113522,113522,14,1,0,7
114040,114040,14,1,0,7
114544,114544,14,1,0,7
115049,115049,14,1,0,7
115559,115559,14,1,0,7
116075,116075,14,1,0,7
116588,116588,14,1,0,7
117104,117104,14,1,0,7
117611,117611,14,1,0,7
118117,118117,14,1,0,7
118611,118611,14,1,0,7
119113,119113,14,1,0,7
119616,119616,14,1,0,7
120127,120127,14,1,0,7
120633,120633,14,1,0,7
121154,121154,14,1,0,7
121651,121651,14,1,0,7
122171,122171,14,1,0,7
122658,122658,14,1,0,7
123163,123163,14,1,0,7
123668,123668,14,1,0,7
124174,124174,14,1,0,7
124691,124691,14,1,0,7
125199,125199,14,1,0,7
125701,125701,14,1,0,7
126201,126201,14,1,0,7
126692,126692,14,1,0,7
127194,127194,14,1,0,7
127690,127690,14,1,0,7
128194,128194,14,1,0,7
128704,128704,14,1,0,7
129211,129211,14,1,0,7
129724,129724,14,1,0,7
130229,130229,14,1,0,7
130732,130732,14,1,0,7
131229,131229,14,1,0,7
131742,131742,14,1,0,7
132246,132246,14,1,0,7
132757,132757,14,1,0,7
133272,133272,14,1,0,7
133786,133786,14,1,0,7
134290,134290,14,1,0,7
134790,134790,14,1,0,7
135288,135288,14,1,0,7
135784,135784,12,3,0,7
136302,136302,12,3,0,7
136821,136821,12,3,0,7
137337,137337,12,3,0,7
137857,137857,12,3,0,7
138370,138370,12,3,0,7
138880,138880,12,3,0,7
139393,139393,12,3,0,7
139914,139914,12,3,0,7
140438,140438,12,3,0,7
140967,140967,12,3,0,7
141495,141495,12,3,0,7
142013,142013,12,3,0,7
142543,142543,12,3,0,7
143063,143063,12,3,0,7
143587,143587,12,3,0,7
144112,144112,12,3,0,7
144652,144652,12,3,0,7
145187,145187,12,3,0,7
145731,145731,12,3,0,7
146271,146271,12,3,0,7
146812,146812,12,3,0,7
147343,147343,12,3,0,7
147888,147888,12,3,0,7
148430,148430,12,3,0,7
148983,148983,12,3,0,7
149526,149526,12,3,0,7
150086,150086,12,3,0,7
150633,150633,12,3,0,7
151176,151176,12,3,0,7
151717,151717,12,3,0,7
152275,152275,12,3,0,7
152840,152840,12,3,0,7
153407,153407,12,3,0,7
153969,153969,12,3,0,7
154536,154536,12,3,0,7
155102,155102,12,3,0,7
155656,155656,12,3,0,7
156221,156221,12,3,0,7
156791,156791,12,3,0,7
157361,157361,12,3,0,7
157930,157930,12,3,0,7
158504,158504,12,3,0,7
159070,159070,12,3,0,7
159624,159624,12,3,0,7
160180,160180,12,3,0,7
160755,160755,12,3,0,7
161331,161331,12,3,0,7
161899,161899,12,3,0,7
162477,162477,12,3,0,7
163053,163053,12,3,0,7
163620,163620,12,3,0,7
164179,164179,12,3,0,7
164760,164760,12,3,0,7
165327,165327,12,3,0,7
165901,165901,12,3,0,7
166475,166475,12,3,0,7
167031,167031,12,3,0,7
167592,167592,12,3,0,7
168141,168141,12,3,0,7
168701,168701,10,5,0,7
169263,169263,10,5,0,7
169831,169831,10,5,0,7
170397,170397,10,5,0,7
170960,170960,10,5,0,7
171514,171514,10,5,0,7
172067,172067,10,5,0,7
172618,172618,10,5,0,7
173175,173175,10,5,0,7
173739,173739,10,5,0,7
174303,174303,10,5,0,7
174852,174852,10,5,0,7
175401,175401,10,5,0,7
175943,175943,10,5,0,7
176494,176494,10,5,0,7
177044,177044,10,5,0,7
177599,177599,10,5,0,7
178158,178158,10,5,0,7
178711,178711,10,5,0,7
179259,179259,10,5,0,7
179809,179809,10,5,0,7
180347,180347,10,5,0,7
180902,180902,10,5,0,7
181455,181455,10,5,0,7
182013,182013,10,5,0,7
